S No,Vehicle Class,State,Year,Month Wise,Value
44,TOW TRUCK,Maharashtra(59),2026,JAN,10
45,TRACTOR (COMMERCIAL),Maharashtra(59),2026,JAN,4
46,TRAILER (AGRICULTURAL),Maharashtra(59),2026,JAN,"2,272"
47,TRAILER (COMMERCIAL),Maharashtra(59),2026,JAN,12
48,TRAILER FOR PERSONAL USE,Maharashtra(59),2026,JAN,0
49,VEHICLE FITTED WITH GENERATOR,Maharashtra(59),2026,JAN,1
50,VEHICLE FITTED WITH RIG,Maharashtra(59),2026,JAN,3
1,ADAPTED VEHICLE,Maharashtra(59),2026,FEB,68
2,AGRICULTURAL TRACTOR,Maharashtra(59),2026,FEB,"5,547"
3,AMBULANCE,Maharashtra(59),2026,FEB,99
4,ANIMAL AMBULANCE,Maharashtra(59),2026,FEB,4
5,ARTICULATED VEHICLE,Maharashtra(59),2026,FEB,146
6,AUXILIARY TRAILER,Maharashtra(59),2026,FEB,45
7,BREAKDOWN VAN,Maharashtra(59),2026,FEB,0
8,BUS,Maharashtra(59),2026,FEB,692
9,CAMPER VAN / TRAILER (PRIVATE USE),Maharashtra(59),2026,FEB,1
10,CASH VAN,Maharashtra(59),2026,FEB,14
11,CONSTRUCTION EQUIPMENT VEHICLE,Maharashtra(59),2026,FEB,331
12,CRANE MOUNTED VEHICLE,Maharashtra(59),2026,FEB,140
13,DUMPER,Maharashtra(59),2026,FEB,41
14,EARTH MOVING EQUIPMENT,Maharashtra(59),2026,FEB,3
15,EDUCATIONAL INSTITUTION BUS,Maharashtra(59),2026,FEB,1
16,E-RICKSHAW(P),Maharashtra(59),2026,FEB,257
17,E-RICKSHAW WITH CART (G),Maharashtra(59),2026,FEB,117
18,EXCAVATOR (NT),Maharashtra(59),2026,FEB,159
19,FIRE FIGHTING VEHICLE,Maharashtra(59),2026,FEB,5
20,FIRE TENDERS,Maharashtra(59),2026,FEB,9
21,FORK LIFT,Maharashtra(59),2026,FEB,18
22,GOODS CARRIER,Maharashtra(59),2026,FEB,"10,069"
23,HARVESTER,Maharashtra(59),2026,FEB,164
24,HEARSES,Maharashtra(59),2026,FEB,4
25,M-CYCLE/SCOOTER,Maharashtra(59),2026,FEB,"1,48,270"
26,M-CYCLE/SCOOTER-WITH SIDE CAR,Maharashtra(59),2026,FEB,5
27,MOBILE CLINIC,Maharashtra(59),2026,FEB,0
28,MOBILE WORKSHOP,Maharashtra(59),2026,FEB,1
29,MOPED,Maharashtra(59),2026,FEB,"1,247"
30,MOTOR CAB,Maharashtra(59),2026,FEB,"4,148"
31,MOTOR CAR,Maharashtra(59),2026,FEB,"27,494"
32,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Maharashtra(59),2026,FEB,0
33,MOTORISED CYCLE (CC > 25CC),Maharashtra(59),2026,FEB,43
34,OMNI BUS (PRIVATE USE),Maharashtra(59),2026,FEB,278
35,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Maharashtra(59),2026,FEB,32
36,RECOVERY VEHICLE,Maharashtra(59),2026,FEB,2
37,ROAD ROLLER,Maharashtra(59),2026,FEB,1
38,SCHOOL BUS,Maharashtra(59),2026,FEB,6
39,SEMI-TRAILER (COMMERCIAL),Maharashtra(59),2026,FEB,14
40,THREE WHEELER (GOODS),Maharashtra(59),2026,FEB,"1,208"
41,THREE WHEELER (PASSENGER),Maharashtra(59),2026,FEB,"5,379"
42,THREE WHEELER (PERSONAL),Maharashtra(59),2026,FEB,0
43,TOWER WAGON,Maharashtra(59),2026,FEB,0
44,TOW TRUCK,Maharashtra(59),2026,FEB,10
45,TRACTOR (COMMERCIAL),Maharashtra(59),2026,FEB,2
46,TRAILER (AGRICULTURAL),Maharashtra(59),2026,FEB,"1,219"
47,TRAILER (COMMERCIAL),Maharashtra(59),2026,FEB,14
48,TRAILER FOR PERSONAL USE,Maharashtra(59),2026,FEB,1
49,VEHICLE FITTED WITH GENERATOR,Maharashtra(59),2026,FEB,6
50,VEHICLE FITTED WITH RIG,Maharashtra(59),2026,FEB,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2026,JAN,3
2,AMBULANCE,Meghalaya(15),2026,JAN,5
3,BUS,Meghalaya(15),2026,JAN,3
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2026,JAN,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2026,JAN,34
6,DUMPER,Meghalaya(15),2026,JAN,2
7,EARTH MOVING EQUIPMENT,Meghalaya(15),2026,JAN,0
8,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2026,JAN,1
9,E-RICKSHAW(P),Meghalaya(15),2026,JAN,0
10,EXCAVATOR (NT),Meghalaya(15),2026,JAN,8
11,GOODS CARRIER,Meghalaya(15),2026,JAN,279
12,HEARSES,Meghalaya(15),2026,JAN,1
13,MAXI CAB,Meghalaya(15),2026,JAN,0
14,M-CYCLE/SCOOTER,Meghalaya(15),2026,JAN,"2,001"
15,MOPED,Meghalaya(15),2026,JAN,1
16,MOTOR CAB,Meghalaya(15),2026,JAN,7
17,MOTOR CAR,Meghalaya(15),2026,JAN,"1,354"
18,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2026,JAN,1
19,OMNI BUS (PRIVATE USE),Meghalaya(15),2026,JAN,0
20,RECOVERY VEHICLE,Meghalaya(15),2026,JAN,1
21,THREE WHEELER (PASSENGER),Meghalaya(15),2026,JAN,109
22,THREE WHEELER (PERSONAL),Meghalaya(15),2026,JAN,1
23,TRACTOR (COMMERCIAL),Meghalaya(15),2026,JAN,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2026,FEB,7
2,AMBULANCE,Meghalaya(15),2026,FEB,3
3,BUS,Meghalaya(15),2026,FEB,3
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2026,FEB,1
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2026,FEB,39
6,DUMPER,Meghalaya(15),2026,FEB,0
7,EARTH MOVING EQUIPMENT,Meghalaya(15),2026,FEB,2
8,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2026,FEB,0
9,E-RICKSHAW(P),Meghalaya(15),2026,FEB,1
10,EXCAVATOR (NT),Meghalaya(15),2026,FEB,4
11,GOODS CARRIER,Meghalaya(15),2026,FEB,190
12,HEARSES,Meghalaya(15),2026,FEB,0
13,MAXI CAB,Meghalaya(15),2026,FEB,5
14,M-CYCLE/SCOOTER,Meghalaya(15),2026,FEB,"1,524"
15,MOPED,Meghalaya(15),2026,FEB,0
16,MOTOR CAB,Meghalaya(15),2026,FEB,105
17,MOTOR CAR,Meghalaya(15),2026,FEB,800
18,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2026,FEB,0
19,OMNI BUS (PRIVATE USE),Meghalaya(15),2026,FEB,1
20,RECOVERY VEHICLE,Meghalaya(15),2026,FEB,0
21,THREE WHEELER (PASSENGER),Meghalaya(15),2026,FEB,60
22,THREE WHEELER (PERSONAL),Meghalaya(15),2026,FEB,0
23,TRACTOR (COMMERCIAL),Meghalaya(15),2026,FEB,2
1,AGRICULTURAL TRACTOR,Manipur(17),2026,JAN,3
2,AMBULANCE,Manipur(17),2026,JAN,2
3,BUS,Manipur(17),2026,JAN,1
4,CONSTRUCTION EQUIPMENT VEHICLE,Manipur(17),2026,JAN,6
5,E-RICKSHAW(P),Manipur(17),2026,JAN,12
6,GOODS CARRIER,Manipur(17),2026,JAN,64
7,M-CYCLE/SCOOTER,Manipur(17),2026,JAN,"2,524"
8,MOTOR CAR,Manipur(17),2026,JAN,697
9,MOTORISED CYCLE (CC > 25CC),Manipur(17),2026,JAN,1
10,THREE WHEELER (GOODS),Manipur(17),2026,JAN,0
11,THREE WHEELER (PASSENGER),Manipur(17),2026,JAN,111
1,AGRICULTURAL TRACTOR,Manipur(17),2026,FEB,6
2,AMBULANCE,Manipur(17),2026,FEB,1
3,BUS,Manipur(17),2026,FEB,0
4,CONSTRUCTION EQUIPMENT VEHICLE,Manipur(17),2026,FEB,3
5,E-RICKSHAW(P),Manipur(17),2026,FEB,15
6,GOODS CARRIER,Manipur(17),2026,FEB,88
7,M-CYCLE/SCOOTER,Manipur(17),2026,FEB,"2,357"
8,MOTOR CAR,Manipur(17),2026,FEB,470
9,MOTORISED CYCLE (CC > 25CC),Manipur(17),2026,FEB,0
10,THREE WHEELER (GOODS),Manipur(17),2026,FEB,1
11,THREE WHEELER (PASSENGER),Manipur(17),2026,FEB,96
1,ADAPTED VEHICLE,Madhya Pradesh(53),2026,JAN,2
2,AGRICULTURAL TRACTOR,Madhya Pradesh(53),2026,JAN,"13,506"
3,AMBULANCE,Madhya Pradesh(53),2026,JAN,27
4,ARTICULATED VEHICLE,Madhya Pradesh(53),2026,JAN,261
5,BUS,Madhya Pradesh(53),2026,JAN,277
6,CAMPER VAN / TRAILER,Madhya Pradesh(53),2026,JAN,4
7,CAMPER VAN / TRAILER (PRIVATE USE),Madhya Pradesh(53),2026,JAN,3
8,CASH VAN,Madhya Pradesh(53),2026,JAN,35
9,CONSTRUCTION EQUIPMENT VEHICLE,Madhya Pradesh(53),2026,JAN,267
10,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Madhya Pradesh(53),2026,JAN,3
11,CRANE MOUNTED VEHICLE,Madhya Pradesh(53),2026,JAN,10
12,DUMPER,Madhya Pradesh(53),2026,JAN,237
13,EARTH MOVING EQUIPMENT,Madhya Pradesh(53),2026,JAN,14
14,EDUCATIONAL INSTITUTION BUS,Madhya Pradesh(53),2026,JAN,117
15,E-RICKSHAW(P),Madhya Pradesh(53),2026,JAN,"1,391"
16,E-RICKSHAW WITH CART (G),Madhya Pradesh(53),2026,JAN,251
17,FIRE FIGHTING VEHICLE,Madhya Pradesh(53),2026,JAN,1
18,FIRE TENDERS,Madhya Pradesh(53),2026,JAN,3
19,FORK LIFT,Madhya Pradesh(53),2026,JAN,2
20,GOODS CARRIER,Madhya Pradesh(53),2026,JAN,"3,436"
21,HARVESTER,Madhya Pradesh(53),2026,JAN,328
22,LUXURY CAB,Madhya Pradesh(53),2026,JAN,2
23,MAXI CAB,Madhya Pradesh(53),2026,JAN,99
24,M-CYCLE/SCOOTER,Madhya Pradesh(53),2026,JAN,"1,10,621"
25,MOBILE CLINIC,Madhya Pradesh(53),2026,JAN,2
26,MOPED,Madhya Pradesh(53),2026,JAN,534
27,MOTOR CAB,Madhya Pradesh(53),2026,JAN,"1,161"
28,MOTOR CAR,Madhya Pradesh(53),2026,JAN,"25,361"
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Madhya Pradesh(53),2026,JAN,6
30,OMNI BUS,Madhya Pradesh(53),2026,JAN,2
31,OMNI BUS (PRIVATE USE),Madhya Pradesh(53),2026,JAN,90
32,PRIVATE SERVICE VEHICLE,Madhya Pradesh(53),2026,JAN,18
33,ROAD ROLLER,Madhya Pradesh(53),2026,JAN,1
34,SCHOOL BUS,Madhya Pradesh(53),2026,JAN,25
35,THREE WHEELER (GOODS),Madhya Pradesh(53),2026,JAN,941
36,THREE WHEELER (PASSENGER),Madhya Pradesh(53),2026,JAN,"2,691"
37,THREE WHEELER (PERSONAL),Madhya Pradesh(53),2026,JAN,0
38,TRACTOR (COMMERCIAL),Madhya Pradesh(53),2026,JAN,51
39,TRACTOR-TROLLEY(COMMERCIAL),Madhya Pradesh(53),2026,JAN,11
40,TRAILER (AGRICULTURAL),Madhya Pradesh(53),2026,JAN,45
41,TRAILER (COMMERCIAL),Madhya Pradesh(53),2026,JAN,9
42,VEHICLE FITTED WITH COMPRESSOR,Madhya Pradesh(53),2026,JAN,3
43,VEHICLE FITTED WITH RIG,Madhya Pradesh(53),2026,JAN,1
1,ADAPTED VEHICLE,Madhya Pradesh(53),2026,FEB,0
2,AGRICULTURAL TRACTOR,Madhya Pradesh(53),2026,FEB,"8,715"
3,AMBULANCE,Madhya Pradesh(53),2026,FEB,41
4,ARTICULATED VEHICLE,Madhya Pradesh(53),2026,FEB,184
5,BUS,Madhya Pradesh(53),2026,FEB,216
6,CAMPER VAN / TRAILER,Madhya Pradesh(53),2026,FEB,1
7,CAMPER VAN / TRAILER (PRIVATE USE),Madhya Pradesh(53),2026,FEB,0
8,CASH VAN,Madhya Pradesh(53),2026,FEB,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Madhya Pradesh(53),2026,FEB,203
10,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Madhya Pradesh(53),2026,FEB,0
11,CRANE MOUNTED VEHICLE,Madhya Pradesh(53),2026,FEB,12
12,DUMPER,Madhya Pradesh(53),2026,FEB,192
13,EARTH MOVING EQUIPMENT,Madhya Pradesh(53),2026,FEB,10
14,EDUCATIONAL INSTITUTION BUS,Madhya Pradesh(53),2026,FEB,92
15,E-RICKSHAW(P),Madhya Pradesh(53),2026,FEB,909
16,E-RICKSHAW WITH CART (G),Madhya Pradesh(53),2026,FEB,176
17,FIRE FIGHTING VEHICLE,Madhya Pradesh(53),2026,FEB,1
18,FIRE TENDERS,Madhya Pradesh(53),2026,FEB,0
19,FORK LIFT,Madhya Pradesh(53),2026,FEB,0
20,GOODS CARRIER,Madhya Pradesh(53),2026,FEB,"2,377"
21,HARVESTER,Madhya Pradesh(53),2026,FEB,396
22,LUXURY CAB,Madhya Pradesh(53),2026,FEB,0
23,MAXI CAB,Madhya Pradesh(53),2026,FEB,59
24,M-CYCLE/SCOOTER,Madhya Pradesh(53),2026,FEB,"79,955"
25,MOBILE CLINIC,Madhya Pradesh(53),2026,FEB,1
26,MOPED,Madhya Pradesh(53),2026,FEB,388
27,MOTOR CAB,Madhya Pradesh(53),2026,FEB,697
28,MOTOR CAR,Madhya Pradesh(53),2026,FEB,"18,315"
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Madhya Pradesh(53),2026,FEB,0
30,OMNI BUS,Madhya Pradesh(53),2026,FEB,0
31,OMNI BUS (PRIVATE USE),Madhya Pradesh(53),2026,FEB,75
32,PRIVATE SERVICE VEHICLE,Madhya Pradesh(53),2026,FEB,14
33,ROAD ROLLER,Madhya Pradesh(53),2026,FEB,0
34,SCHOOL BUS,Madhya Pradesh(53),2026,FEB,3
35,THREE WHEELER (GOODS),Madhya Pradesh(53),2026,FEB,714
36,THREE WHEELER (PASSENGER),Madhya Pradesh(53),2026,FEB,"1,789"
37,THREE WHEELER (PERSONAL),Madhya Pradesh(53),2026,FEB,1
38,TRACTOR (COMMERCIAL),Madhya Pradesh(53),2026,FEB,18
39,TRACTOR-TROLLEY(COMMERCIAL),Madhya Pradesh(53),2026,FEB,7
40,TRAILER (AGRICULTURAL),Madhya Pradesh(53),2026,FEB,31
41,TRAILER (COMMERCIAL),Madhya Pradesh(53),2026,FEB,2
42,VEHICLE FITTED WITH COMPRESSOR,Madhya Pradesh(53),2026,FEB,0
43,VEHICLE FITTED WITH RIG,Madhya Pradesh(53),2026,FEB,3
1,AGRICULTURAL TRACTOR,Mizoram(12),2026,JAN,1
2,AMBULANCE,Mizoram(12),2026,JAN,2
3,CONSTRUCTION EQUIPMENT VEHICLE,Mizoram(12),2026,JAN,11
4,DUMPER,Mizoram(12),2026,JAN,1
5,GOODS CARRIER,Mizoram(12),2026,JAN,243
6,LUXURY CAB,Mizoram(12),2026,JAN,4
7,M-CYCLE/SCOOTER,Mizoram(12),2026,JAN,"2,455"
8,M-CYCLE/SCOOTER-WITH SIDE CAR,Mizoram(12),2026,JAN,1
9,MOTOR CAB,Mizoram(12),2026,JAN,47
10,MOTOR CAR,Mizoram(12),2026,JAN,435
11,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Mizoram(12),2026,JAN,22
12,THREE WHEELER (PASSENGER),Mizoram(12),2026,JAN,7
1,AGRICULTURAL TRACTOR,Mizoram(12),2026,FEB,0
2,AMBULANCE,Mizoram(12),2026,FEB,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Mizoram(12),2026,FEB,12
4,DUMPER,Mizoram(12),2026,FEB,6
5,GOODS CARRIER,Mizoram(12),2026,FEB,187
6,LUXURY CAB,Mizoram(12),2026,FEB,2
7,M-CYCLE/SCOOTER,Mizoram(12),2026,FEB,"1,609"
8,M-CYCLE/SCOOTER-WITH SIDE CAR,Mizoram(12),2026,FEB,0
9,MOTOR CAB,Mizoram(12),2026,FEB,28
10,MOTOR CAR,Mizoram(12),2026,FEB,242
11,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Mizoram(12),2026,FEB,16
12,THREE WHEELER (PASSENGER),Mizoram(12),2026,FEB,9
1,AMBULANCE,Nagaland(9),2026,JAN,2
2,ARTICULATED VEHICLE,Nagaland(9),2026,JAN,555
3,CONSTRUCTION EQUIPMENT VEHICLE,Nagaland(9),2026,JAN,34
4,DUMPER,Nagaland(9),2026,JAN,50
5,GOODS CARRIER,Nagaland(9),2026,JAN,721
6,M-CYCLE/SCOOTER,Nagaland(9),2026,JAN,544
7,MOBILE CLINIC,Nagaland(9),2026,JAN,0
8,MOTOR CAR,Nagaland(9),2026,JAN,937
9,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Nagaland(9),2026,JAN,11
10,PULLER TRACTOR,Nagaland(9),2026,JAN,6
11,THREE WHEELER (GOODS),Nagaland(9),2026,JAN,3
12,THREE WHEELER (PASSENGER),Nagaland(9),2026,JAN,58
1,AMBULANCE,Nagaland(9),2026,FEB,4
2,ARTICULATED VEHICLE,Nagaland(9),2026,FEB,367
3,CONSTRUCTION EQUIPMENT VEHICLE,Nagaland(9),2026,FEB,40
4,DUMPER,Nagaland(9),2026,FEB,69
5,GOODS CARRIER,Nagaland(9),2026,FEB,470
6,M-CYCLE/SCOOTER,Nagaland(9),2026,FEB,499
7,MOBILE CLINIC,Nagaland(9),2026,FEB,1
8,MOTOR CAR,Nagaland(9),2026,FEB,682
9,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Nagaland(9),2026,FEB,12
10,PULLER TRACTOR,Nagaland(9),2026,FEB,5
11,THREE WHEELER (GOODS),Nagaland(9),2026,FEB,4
12,THREE WHEELER (PASSENGER),Nagaland(9),2026,FEB,57
1,ADAPTED VEHICLE,Odisha(39),2026,JAN,3
2,AGRICULTURAL TRACTOR,Odisha(39),2026,JAN,"1,698"
3,AMBULANCE,Odisha(39),2026,JAN,161
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,JAN,10
5,ARTICULATED VEHICLE,Odisha(39),2026,JAN,249
6,BUS,Odisha(39),2026,JAN,207
7,CASH VAN,Odisha(39),2026,JAN,3
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,JAN,521
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,JAN,19
10,DUMPER,Odisha(39),2026,JAN,26
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,JAN,4
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,JAN,29
13,E-RICKSHAW(P),Odisha(39),2026,JAN,197
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,JAN,63
15,EXCAVATOR (NT),Odisha(39),2026,JAN,13
16,FIRE TENDERS,Odisha(39),2026,JAN,3
17,FORK LIFT,Odisha(39),2026,JAN,1
18,GOODS CARRIER,Odisha(39),2026,JAN,"2,817"
19,HARVESTER,Odisha(39),2026,JAN,9
20,HEARSES,Odisha(39),2026,JAN,0
21,LUXURY CAB,Odisha(39),2026,JAN,1
22,MAXI CAB,Odisha(39),2026,JAN,161
23,M-CYCLE/SCOOTER,Odisha(39),2026,JAN,"67,268"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,JAN,6
25,MOBILE CLINIC,Odisha(39),2026,JAN,1
26,MOPED,Odisha(39),2026,JAN,"1,671"
27,MOTOR CAB,Odisha(39),2026,JAN,749
28,MOTOR CAR,Odisha(39),2026,JAN,"8,164"
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,JAN,44
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,JAN,423
31,OMNI BUS,Odisha(39),2026,JAN,133
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,JAN,54
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,JAN,19
34,RECOVERY VEHICLE,Odisha(39),2026,JAN,1
35,THREE WHEELER (GOODS),Odisha(39),2026,JAN,676
36,THREE WHEELER (PASSENGER),Odisha(39),2026,JAN,"1,580"
37,TRACTOR (COMMERCIAL),Odisha(39),2026,JAN,32
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,JAN,21
39,TRAILER (COMMERCIAL),Odisha(39),2026,JAN,204
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,JAN,1
1,ADAPTED VEHICLE,Odisha(39),2026,FEB,2
2,AGRICULTURAL TRACTOR,Odisha(39),2026,FEB,"1,268"
3,AMBULANCE,Odisha(39),2026,FEB,144
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,FEB,0
5,ARTICULATED VEHICLE,Odisha(39),2026,FEB,209
6,BUS,Odisha(39),2026,FEB,47
7,CASH VAN,Odisha(39),2026,FEB,7
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,FEB,398
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,FEB,16
10,DUMPER,Odisha(39),2026,FEB,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,FEB,6
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,FEB,32
13,E-RICKSHAW(P),Odisha(39),2026,FEB,203
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,FEB,54
15,EXCAVATOR (NT),Odisha(39),2026,FEB,17
16,FIRE TENDERS,Odisha(39),2026,FEB,13
17,FORK LIFT,Odisha(39),2026,FEB,2
18,GOODS CARRIER,Odisha(39),2026,FEB,"2,004"
19,HARVESTER,Odisha(39),2026,FEB,7
20,HEARSES,Odisha(39),2026,FEB,2
21,LUXURY CAB,Odisha(39),2026,FEB,0
22,MAXI CAB,Odisha(39),2026,FEB,81
23,M-CYCLE/SCOOTER,Odisha(39),2026,FEB,"53,380"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,FEB,2
25,MOBILE CLINIC,Odisha(39),2026,FEB,0
26,MOPED,Odisha(39),2026,FEB,"1,307"
27,MOTOR CAB,Odisha(39),2026,FEB,492
28,MOTOR CAR,Odisha(39),2026,FEB,"4,955"
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,FEB,66
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,FEB,451
31,OMNI BUS,Odisha(39),2026,FEB,83
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,FEB,34
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,FEB,37
34,RECOVERY VEHICLE,Odisha(39),2026,FEB,1
35,THREE WHEELER (GOODS),Odisha(39),2026,FEB,505
36,THREE WHEELER (PASSENGER),Odisha(39),2026,FEB,"1,174"
37,TRACTOR (COMMERCIAL),Odisha(39),2026,FEB,8
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,FEB,14
39,TRAILER (COMMERCIAL),Odisha(39),2026,FEB,208
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,FEB,2
1,AGRICULTURAL TRACTOR,Punjab(96),2026,JAN,"4,832"
2,AMBULANCE,Punjab(96),2026,JAN,27
3,ARTICULATED VEHICLE,Punjab(96),2026,JAN,1
4,BUS,Punjab(96),2026,JAN,66
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,JAN,49
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,JAN,5
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,JAN,24
8,E-RICKSHAW(P),Punjab(96),2026,JAN,878
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,JAN,198
10,FORK LIFT,Punjab(96),2026,JAN,2
11,GOODS CARRIER,Punjab(96),2026,JAN,"2,160"
12,HARVESTER,Punjab(96),2026,JAN,244
13,MAXI CAB,Punjab(96),2026,JAN,9
14,M-CYCLE/SCOOTER,Punjab(96),2026,JAN,"51,645"
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,JAN,59
16,MOPED,Punjab(96),2026,JAN,7
17,MOTOR CAB,Punjab(96),2026,JAN,199
18,MOTOR CAR,Punjab(96),2026,JAN,"21,183"
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,JAN,1
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,JAN,0
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,JAN,4
22,THREE WHEELER (GOODS),Punjab(96),2026,JAN,130
23,THREE WHEELER (PASSENGER),Punjab(96),2026,JAN,256
1,AGRICULTURAL TRACTOR,Punjab(96),2026,FEB,"3,660"
2,AMBULANCE,Punjab(96),2026,FEB,10
3,ARTICULATED VEHICLE,Punjab(96),2026,FEB,1
4,BUS,Punjab(96),2026,FEB,39
5,CONSTRUCTION EQUIPMENT VEHICLE,Punjab(96),2026,FEB,73
6,CRANE MOUNTED VEHICLE,Punjab(96),2026,FEB,6
7,EARTH MOVING EQUIPMENT,Punjab(96),2026,FEB,28
8,E-RICKSHAW(P),Punjab(96),2026,FEB,616
9,E-RICKSHAW WITH CART (G),Punjab(96),2026,FEB,151
10,FORK LIFT,Punjab(96),2026,FEB,2
11,GOODS CARRIER,Punjab(96),2026,FEB,"1,404"
12,HARVESTER,Punjab(96),2026,FEB,266
13,MAXI CAB,Punjab(96),2026,FEB,14
14,M-CYCLE/SCOOTER,Punjab(96),2026,FEB,"31,868"
15,M-CYCLE/SCOOTER-WITH SIDE CAR,Punjab(96),2026,FEB,29
16,MOPED,Punjab(96),2026,FEB,3
17,MOTOR CAB,Punjab(96),2026,FEB,171
18,MOTOR CAR,Punjab(96),2026,FEB,"12,896"
19,MOTOR CYCLE/SCOOTER-SIDECAR(T),Punjab(96),2026,FEB,0
20,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Punjab(96),2026,FEB,2
21,MOTORISED CYCLE (CC > 25CC),Punjab(96),2026,FEB,2
22,THREE WHEELER (GOODS),Punjab(96),2026,FEB,149
23,THREE WHEELER (PASSENGER),Punjab(96),2026,FEB,227
1,ADAPTED VEHICLE,Puducherry(8),2026,JAN,0
2,AGRICULTURAL TRACTOR,Puducherry(8),2026,JAN,4
3,AMBULANCE,Puducherry(8),2026,JAN,2
4,BUS,Puducherry(8),2026,JAN,12
5,CAMPER VAN / TRAILER,Puducherry(8),2026,JAN,0
6,CONSTRUCTION EQUIPMENT VEHICLE,Puducherry(8),2026,JAN,1
7,EARTH MOVING EQUIPMENT,Puducherry(8),2026,JAN,0
8,EDUCATIONAL INSTITUTION BUS,Puducherry(8),2026,JAN,1
9,E-RICKSHAW(P),Puducherry(8),2026,JAN,2
10,E-RICKSHAW WITH CART (G),Puducherry(8),2026,JAN,3
11,GOODS CARRIER,Puducherry(8),2026,JAN,47
12,MAXI CAB,Puducherry(8),2026,JAN,8
13,M-CYCLE/SCOOTER,Puducherry(8),2026,JAN,"7,394"
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Puducherry(8),2026,JAN,3
15,MOPED,Puducherry(8),2026,JAN,40
16,MOTOR CAB,Puducherry(8),2026,JAN,73
17,MOTOR CAR,Puducherry(8),2026,JAN,"1,700"
18,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Puducherry(8),2026,JAN,18
19,MOTORISED CYCLE (CC > 25CC),Puducherry(8),2026,JAN,1
20,OMNI BUS,Puducherry(8),2026,JAN,15
21,PRIVATE SERVICE VEHICLE,Puducherry(8),2026,JAN,0
22,THREE WHEELER (GOODS),Puducherry(8),2026,JAN,16
